code;flash;date
FJJ300923B/FJJ;99;24/10/2016
FJJ300998/FJJ;99;26/10/2016
FJJ301341/FJJ;90;09/11/2016
FJJ301341A/FJJ;88;09/11/2016
FJJ301341B/FJJ;87;17/11/2016
FJJ301341E/FJJ;82;21/11/2016
FJJ301513/FJJ;90;16/11/2016
FJJ301515/FJJ;101;16/11/2016
FJJ301515A/FJJ;100;18/11/2016
FJJ301557D/FJJ;80;21/11/2016
FJJ301557G/FJJ;85;20/10/2017
FJJ301557I/FJJ;79;30/10/2017
FJJ302711F/FJJ;81;08/09/2017
FJJ303215/FJJ;64;01/02/2017
FJJ303215A/FJJ;64;02/02/2017
FJJ303215B/FJJ;64;02/02/2017
FJJ303215C/FJJ;54;02/02/2017
FJJ303215D/FJJ;50;02/02/2017
FJJ303215E/FJJ;62;07/02/2017
FJJ303215F/FJJ;58;07/02/2017
FJJ303215G/FJJ;55;07/02/2017
FJJ303215H/FJJ;66;08/02/2017
FJJ303215I/FJJ;63;09/02/2017
FJJ303573/FJJ;64;21/02/2017
FJJ303575/FJJ;73;21/02/2017
FJJ304230B/FJJ;88;15/03/2017
FJJ304231/FJJ;86;10/03/2017
FJJ304231A/FJJ;85;10/03/2017
FJJ304231AI/FJJ;82;28/03/2017
FJJ304231AJ/FJJ;81;28/03/2017
FJJ304231AQ/FJJ;81;28/03/2017
FJJ304231AX/FJJ;82;28/03/2017
FJJ304231AY/FJJ;82;28/03/2017
FJJ304231AZ/FJJ;81;28/03/2017
FJJ304231BA/FJJ;80;28/03/2017
FJJ304231S/FJJ;77;20/03/2017
FJJ304231U/FJJ;73;20/03/2017
FJJ304354A/FJJ;98;21/03/2017
FJJ304354C/FJJ;93;21/03/2017
FJJ304465B/FJJ;83;02/06/2017
FJJ305442B/FJJ;81;22/06/2017
FJJ305752/FJJ;77;22/06/2017
FJJ305795B/FJJ;80;04/08/2017
FJJ305797A/FJJ;53;26/07/2017
FJJ305797D/FJJ;53;02/08/2017
FJJ305797E/FJJ;59;07/08/2017
FJJ305829A/FJJ;74;20/10/2017
FJJ305829C/FJJ;72;30/10/2017
FJJ305878A/FJJ;89;22/06/2017
FJJ305983A/FJJ;101;04/08/2017
FJJ306090/FJJ;97;01/06/2017
FJJ306747AB/FJJ;86;19/07/2017
FJJ306766AS/FJJ;85;04/10/2017
FJJ306766AX/FJJ;86;24/10/2017
FJJ306766C/FJJ;87;07/08/2017
FJJ306766R/FJJ;87;30/08/2017
FJJ306984B/FJJ;99;03/08/2017
FJJ307027C/FJJ;82;24/07/2017
FJJ307298B/FJJ;91;07/08/2017
FJJ307328B/FJJ;94;07/08/2017
FJJ307329B/FJJ;98;07/08/2017
FJJ307330B/FJJ;81;07/08/2017
FJJ307378A/FJJ;84;04/08/2017
FJJ307723A/FJJ;101;24/08/2017
FJJ307723B/FJJ;81;24/08/2017
FJJ307723C/FJJ;84;24/08/2017
FJJ307850F/FJJ;84;30/08/2017
FJJ307850G/FJJ;85;30/08/2017
FJJ307850K/FJJ;84;21/09/2017
FJJ307951/FJJ;92;14/09/2017
FJJ307951G/FJJ;92;14/09/2017
FJJ307951H/FJJ;91;14/09/2017
FJJ307951I/FJJ;92;14/09/2017
FJJ308160AT/MBA;78;30/10/2017
FJJ308274L/IBU;72;11/10/2017
FJJ308274O/IBU;75;11/10/2017
FJJ309192/FJJ;76;20/10/2017
FJJ309192A/FJJ;74;30/10/2017
FJJ309193/FJJ;77;23/10/2017
FJJ309216/FJJ;78;20/10/2017
FJJ309246/FJJ;89;23/10/2017
FJJ309246B/FJJ;84;30/10/2017
FJJ309247/FJJ;83;20/10/2017
FJJ309278/FJJ;85;20/10/2017
FJJ309278A/FJJ;82;30/10/2017
FJJ309342/FJJ;86;23/10/2017
FJJ309378/FJJ;89;25/10/2017
FJJ309378B/FJJ;88;30/10/2017
FJJ309508/FJJ;102;02/11/2017
GJO110360CS/GJO;83;08/03/2017
GJO160043K/ABH;78;04/08/2016
GJO161060BY/CBO;83;10/03/2017
GJO178493A/GJO;87;08/03/2017
GJO182568AM/GJO;79;17/11/2016
GJO183064AG/GJO;82;24/10/2016
GJO183254S/GJO;98;26/10/2016
GJO295909O/GJO;104;26/10/2016
GJO303642N/GCB;95;19/07/2017
GJO304174B/GJO;89;10/03/2017
HHE143825BX/HHE;92;11/05/2016
IBU092083CU/EGO;89;08/03/2017
IBU180864G/IBU;69;25/08/2016
IBU180864K/IBU;72;06/10/2016
IBU180864M/IBU;72;06/10/2016
IBU180864N/IBU;73;06/10/2016
IBU180864P/IBU;70;09/11/2016
IBU180864Q/IBU;71;09/11/2016
IBU245388/IBU;97;30/03/2016
IBU279948/IBU;80;24/10/2016
IBU279948B/IBU;85;26/10/2016
IBU279948C/IBU;87;26/10/2016
IBU294476B/IBU;91;26/10/2016
IBU294476C/IBU;92;26/10/2016
IBU294476D/IBU;96;27/10/2016
IBU294476E/IBU;103;27/10/2016
IBU294553/IBU;68;29/07/2016
IBU294553C/IBU;64;29/07/2016
IBU294553D/IBU;73;03/08/2016
IBU296797N/IBU;78;08/03/2017
IBU301305M/IBU;76;08/03/2017
IBU302667C/IBU;63;19/01/2017
IBU302667D/IBU;63;24/01/2017
IBU302667H/IBU;63;25/01/2017
IBU302907/IBU;68;25/01/2017
IBU302923/IBU;67;24/01/2017
IBU302927A/IBU;65;25/01/2017
IBU304134A/IBU;78;10/03/2017
IBU304134C/IBU;75;20/03/2017
IBU308274I/IBU;77;11/10/2017
IFA225533/IFA;82;24/08/2016
IMA107178BY/IMA;95;05/10/2017
IMP088259GC/DGI;79;06/02/2017
IMP088259GG/DGI;91;13/04/2017
IMP111058AA/BPM;88;13/02/2017
IMP111058AB/BPM;86;17/03/2017
IMP111058AC/BPM;84;17/03/2017
IMP111805CD/BPM;75;26/09/2017
IMP112114K/ABH;73;31/01/2017
IMP112114M/ABH;73;01/03/2017
IMP112345AC/BPM;107;15/06/2017
IMP112345AD/BPM;98;16/06/2017
IMP145460FB/NLE;62;31/01/2017
IMP157038BY/NLE;80;26/05/2017
IMP160903AX/DGI;90;05/08/2016
IMP160903BD/DGI;88;10/03/2017
IMP160903BO/DGI;74;20/03/2017
IMP160903CM/DGI;87;30/08/2017
IMP163231AK/IMP;75;13/02/2017
IMP163231AR/IMP;72;12/05/2016
IMP163231AS/IMP;72;12/05/2016
IMP163231AV/IMP;81;26/07/2016
IMP163231AW/IMP;81;27/07/2016
IMP163231AX/IMP;77;04/05/2016
IMP163231AY/IMP;81;04/08/2016
IMP163231BD/IMP;73;08/11/2016
IMP163231BG/IMP;75;13/02/2017
IMP163231BH/IMP;75;14/02/2017
IMP163231BO/IMP;75;10/10/2017
IMP163348O/IMP;84;06/02/2017
IMP163348P/IMP;80;06/02/2017
IMP164422E/IMP;97;15/04/2016
IMP164422F/IMP;92;18/04/2016
IMP164422M/IMP;90;17/05/2017
IMP164423E/IMP;90;29/06/2017
IMP164426J/IMP;92;12/05/2016
IMP164426N/IMP;81;29/06/2017
IMP164426O/IMP;88;20/07/2017
IMP164426P/IMP;88;31/08/2017
IMP164427M/IMP;98;29/06/2017
IMP164427O/IMP;96;29/06/2017
IMP164427Q/IMP;93;20/07/2017
IMP164427R/IMP;94;11/07/2017
IMP164428M/IMP;86;25/08/2016
IMP164428N/IMP;87;06/10/2016
IMP164428Q/IMP;87;22/09/2016
IMP164428R/IMP;86;06/10/2016
IMP164429M/IMP;71;31/01/2017
IMP164430B/IMP;94;13/04/2017
IMP165569AA/IMP;81;21/07/2017
IMP165569X/IMP;87;14/06/2016
IMP165569Y/IMP;82;17/06/2016
IMP165569Z/IMP;85;17/06/2016
IMP165570AB/IMP;90;18/04/2016
IMP165570AD/IMP;84;02/08/2016
IMP165570AE/IMP;87;03/08/2016
IMP165570AF/IMP;87;31/08/2016
IMP165570AG/IMP;76;29/06/2017
IMP165570AH/IMP;76;30/06/2017
IMP165570AI/IMP;84;11/07/2017
IMP165570Z/IMP;94;30/03/2016
IMP165571BD/IMP;36;26/07/2016
IMP165571BE/IMP;88;28/07/2016
IMP165571BF/IMP;79;28/07/2016
IMP169185BC/SKO;84;29/03/2016
IMP179279J/DGI;67;01/09/2016
IMP180057Q/DGI;97;18/09/2017
IMP180821AA/IMP;95;12/10/2016
IMP180821AK/IMP;89;19/01/2017
IMP180821AR/IMP;78;23/01/2017
IMP180821AT/IMP;95;28/03/2017
IMP180821AU/IMP;95;30/03/2017
IMP180821AV/IMP;91;01/06/2017
IMP180821AW/IMP;68;29/06/2017
IMP180821AX/IMP;84;03/07/2017
IMP180821AY/IMP;85;07/07/2017
IMP180821BA/IMP;92;21/07/2017
IMP181254AL/IMP;58;05/12/2016
IMP181254AM/IMP;74;17/08/2017
IMP181254AO/IMP;65;13/06/2017
IMP181254X/IMP;40;24/04/2017
IMP181289AA/IMP;83;03/08/2016
IMP181289AB/IMP;82;03/08/2016
IMP181289AC/IMP;75;10/02/2017
IMP181289AD/IMP;74;14/02/2017
IMP181289AE/IMP;67;21/02/2017
IMP181289AF/IMP;79;26/04/2017
IMP181289AH/IMP;83;21/06/2017
IMP181289AI/IMP;78;21/07/2017
IMP181289W/IMP;82;26/07/2016
IMP181289X/IMP;84;27/07/2016
IMP181289Z/IMP;86;03/08/2016
IMP182514AJ/IMP;103;30/03/2016
IMP182514AM/IMP;100;20/04/2016
IMP182514AO/IMP;97;11/10/2016
IMP182514AP/IMP;101;04/05/2016
IMP182514AQ/IMP;95;11/05/2016
IMP182514AT/IMP;109;30/06/2016
IMP182514AV/IMP;107;06/07/2016
IMP182514BC/IMP;107;07/07/2016
IMP182514BL/IMP;94;17/10/2016
IMP182514BM/IMP;90;19/10/2016
IMP182514BN/IMP;94;19/10/2016
IMP182514BO/IMP;87;21/10/2016
IMP182514BP/IMP;80;24/10/2016
IMP182514BQ/IMP;90;25/10/2016
IMP182514BR/IMP;97;26/10/2016
IMP182514BW/IMP;90;13/02/2017
IMP182514BX/IMP;84;17/02/2017
IMP182514CI/IMP;105;28/03/2017
IMP182514CP/IMP;106;30/03/2017
IMP182514DF/IMP;93;21/06/2017
IMP182514DG/IMP;103;22/06/2017
IMP182532AP/ABX;88;28/11/2016
IMP182532AT/ABX;89;08/12/2016
IMP182532AX/ABX;84;08/12/2016
IMP182532AY/ABX;88;12/12/2016
IMP182532AY/ABX;89;10/10/2017
IMP182532BA/ABX;83;09/03/2017
IMP182532BJ/ABX;95;10/10/2017
IMP182532BS/ABX;97;10/10/2017
IMP182533O/IMP;86;12/05/2016
IMP182533Q/IMP;88;22/09/2016
IMP182533V/IMP;86;11/01/2017
IMP182533Z/IMP;87;04/05/2017
IMP182659F/IMP;103;26/07/2017
IMP182659O/IMP;106;07/04/2016
IMP182822C/IMP;88;11/10/2016
IMP182822H/IMP;85;12/06/2017
IMP182854A/IMP;82;26/07/2017
IMP182856AH/IMP;96;08/11/2016
IMP182856AT/IMP;76;19/01/2017
IMP182856AW/IMP;72;23/01/2017
IMP182856AZ/IMP;76;10/02/2017
IMP182856BR/IMP;85;31/05/2017
IMP182856BX/IMP;89;05/09/2017
IMP182856C/IMP;97;26/07/2017
IMP182856S/IMP;92;23/05/2016
IMP182885CL/IMP;55;23/01/2017
IMP182885CN/IMP;56;24/01/2017
IMP182885CO/IMP;56;24/01/2017
IMP182885CP/IMP;59;25/01/2017
IMP182885CQ/IMP;60;25/01/2017
IMP182885CU/IMP;78;05/09/2017
IMP182885CV/IMP;78;05/09/2017
IMP182885DF/IMP;74;10/10/2017
IMP182885G/IMP;60;21/10/2016
IMP182885M/IMP;70;23/08/2017
IMP182886H/IMP;82;13/02/2017
IMP182893AH/IMP;105;30/05/2016
IMP182893AJ/IMP;73;08/06/2016
IMP182893AK/IMP;78;13/06/2016
IMP182893AL/IMP;121;25/07/2016
IMP182893AS/IMP;104;27/04/2017
IMP182893AX/IMP;101;16/05/2017
IMP182893BG/IMP;91;05/09/2017
IMP183102H/IMP;127;18/07/2016
IMP183103L/ABX;91;28/09/2016
IMP183103M/ABX;105;07/10/2016
IMP183103P/ABX;88;16/11/2016
IMP183151/IMP;79;15/09/2016
IMP183151G/IMP;79;08/11/2016
IMP183151K/IMP;77;10/02/2017
IMP183151M/IMP;73;01/03/2017
IMP183151W/IMP;78;10/10/2017
IMP183512A/IMP;113;28/04/2017
IMP183512AD/IMP;95;13/02/2017
IMP183512AE/IMP;87;17/02/2017
IMP183512AM/IMP;107;28/03/2017
IMP183512AR/IMP;118;21/06/2017
IMP183512AS/IMP;109;21/07/2017
IMP183512AU/IMP;103;01/08/2017
IMP183512AW/IMP;96;05/09/2017
IMP183512Y/IMP;106;23/09/2016
IMP208030BT/DGI;100;18/09/2017
IMP222232C/MAR;82;28/11/2016
IMP222464G/FCA;80;12/01/2017
IMP222464H/FCA;87;12/01/2017
IMP224947AA/JJJ;76;05/05/2017
IMP224947AB/JJJ;76;05/05/2017
IMP224947R/JJJ;79;31/03/2017
IMP224947S/JJJ;79;21/04/2017
IMP225059F/NBO;80;24/05/2017
IMP225202M/RVZ;96;03/02/2017
IMP225202N/RVZ;98;03/02/2017
IMP225202P/RVZ;96;06/02/2017
IMP225202R/RVZ;98;08/02/2017
IMP225202S/RVZ;96;06/02/2017
IMP225202U/RVZ;98;08/02/2017
IMP225202V/RVZ;98;08/02/2017
IMP225202W/RVZ;98;08/02/2017
IMP225202Z/IMP;98;12/10/2017
IMP226918F/JSA;61;18/09/2017
IMP227393G/JSA;107;18/09/2017
IMP228182M/BPM;76;13/02/2017
IMP228694U/JSA;91;18/09/2017
IMP229011B/FCA;91;22/05/2017
IMP229011B/FCA;91;
IMP229321G/JSA;104;07/09/2016
IMP229408AN/BPM;85;13/02/2017
IMP233134E/IMP;96;28/11/2016
IMP233168AK/IMP;96;12/05/2016
IMP233169S/IMP;101;07/06/2017
IMP233169V/IMP;91;19/05/2017
IMP233169W/IMP;99;19/05/2017
IMP233169X/IMP;97;28/06/2017
IMP233175/IMP;105;07/06/2017
IMP233363AL/BIL;87;29/06/2017
IMP233363AO/BIL;90;20/07/2017
IMP233567R/IMP;80;02/08/2016
IMP233567S/IMP;81;03/08/2016
IMP233567U/IMP;79;31/08/2016
IMP233603AI/IMP;83;17/08/2017
IMP233603AI/IMP;81;07/09/2017
IMP233603C/IMP;59;13/04/2017
IMP233603V/IMP;59;23/01/2017
IMP233603W/IMP;61;25/01/2017
IMP233605P/IMP;92;19/08/2016
IMP233625AJ/IMP;97;29/06/2017
IMP233692AB/IMP;81;21/07/2017
IMP233692T/IMP;92;14/06/2016
IMP233692Z/IMP;86;27/04/2017
IMP233694AF/IMP;96;27/04/2017
IMP233694AH/IMP;96;07/06/2017
IMP233694AI/IMP;100;29/06/2017
IMP233694AL/IMP;96;20/07/2017
IMP233694AO;100;18/09/2017
IMP233694Y/IMP;93;12/10/2016
IMP233770AA/IMP;89;01/08/2016
IMP233770AB/IMP;89;17/11/2016
IMP233770AD/IMP;88;17/11/2016
IMP233770AE/IMP;89;17/11/2016
IMP233770AF/IMP;87;17/11/2016
IMP233770AM/IMP;87;28/11/2016
IMP233770AR/IMP;82;08/12/2016
IMP233770BM/IMP;85;08/12/2016
IMP233770BP/IMP;84;06/02/2017
IMP233770BQ/IMP;79;09/03/2017
IMP233770BR/IMP;84;09/03/2017
IMP233770Z/IMP;89;29/07/2016
IMP233820E/IMP;81;02/08/2016
IMP233820F/IMP;73;01/08/2016
IMP233820H/IMP;78;31/08/2016
IMP233821H/IMP;100;10/06/2016
IMP233821V/IMP;106;27/04/2017
IMP234041AF/IMP;103;11/05/2016
IMP234041AM/IMP;90;10/06/2016
IMP234041AU/IMP;102;19/10/2016
IMP234041AW/IMP;102;19/10/2016
IMP234041AX/IMP;103;21/10/2016
IMP234041AY/IMP;104;24/10/2016
IMP234041AZ/IMP;104;26/10/2016
IMP234041BA/IMP;104;26/10/2016
IMP234041BB/IMP;104;26/10/2016
IMP234041BC/IMP;105;26/10/2016
IMP234041BI/IMP;95;05/05/2017
IMP234041BJ/IMP;96;09/05/2017
IMP234041BK/IMP;95;31/05/2017
IMP234041Y/IMP;104;30/03/2016
IMP234066Q/IMP;71;29/03/2016
IMP234122E/IMP;97;13/04/2017
IMP234337D/DGI;97;15/09/2016
IMP234428L/IMP;95;18/04/2016
IMP234485E/IMP;93;07/09/2016
IMP234485H/IMP;93;04/05/2017
IMP234605AD/IMP;82;02/08/2016
IMP234605AF/IMP;81;09/09/2016
IMP234630AB/IMP;93;17/05/2017
IMP234630AF/IMP;96;29/06/2017
IMP234630Q/IMP;112;13/06/2016
IMP234647D/IMP;106;25/07/2016
IMP234647E/IMP;107;12/10/2016
IMP234647G/IMP;101;12/10/2016
IMP234659D/IMP;95;06/04/2017
IMP234726/DGI;79;21/08/2017
IMP234810W/IMP;64;03/05/2017
IMP234847AI/IMP;94;12/05/2016
IMP234847U/IMP;98;07/04/2016
IMP234857AB/IMP;104;10/10/2017
IMP234857P/IMP;122;16/11/2016
IMP234857X/IMP;97;29/06/2017
IMP234890N/IMP;84;02/08/2016
IMP234890P/IMP;83;01/08/2016
IMP234890S/IMP;81;06/02/2017
IMP234893AA/IMP;55;06/06/2016
IMP234893AC/IMP;56;17/06/2016
IMP234893AS/IMP;54;23/01/2017
IMP234893AU/IMP;55;24/01/2017
IMP234893AV/IMP;54;24/01/2017
IMP234893AW/IMP;61;25/01/2017
IMP234893AY/IMP;54;03/05/2017
IMP234903O/IMP;81;17/05/2016
IMP234903P/IMP;88;17/05/2016
IMP234940M/IMP;79;12/05/2016
IMP234940P/IMP;89;12/05/2016
IMP234940R/IMP;95;02/06/2016
IMP234940S/IMP;91;26/07/2016
IMP234940U/IMP;94;08/11/2016
IMP234960AB/IMP;88;05/10/2016
IMP234960U/IMP;77;09/09/2016
IMP234960W/IMP;76;15/09/2016
IMP234960X/IMP;76;15/09/2016
IMP235065AB/IMP;87;19/04/2017
IMP235065S/IMP;88;25/08/2016
IMP235065V/IMP;89;06/10/2016
IMP235065X/IMP;87;27/02/2017
IMP235065Y/IMP;87;10/03/2017
IMP235154D/IMP;90;11/04/2016
IMP235154F/IMP;90;06/04/2017
IMP235329AB/IMP;71;31/01/2017
IMP235329AF/IMP;81;16/05/2017
IMP235329AH/IMP;80;01/06/2017
IMP235329AL/IMP;81;21/07/2017
IMP235329AM/IMP;83;25/07/2017
IMP235329K/IMP;87;02/06/2016
IMP235329L/IMP;85;30/05/2016
IMP235329M/IMP;83;01/06/2016
IMP235329O/IMP;83;06/06/2016
IMP235329P/IMP;84;06/06/2016
IMP235329Q/IMP;82;13/06/2016
IMP235329R/IMP;81;13/06/2016
IMP235329Y/IMP;86;08/01/2017
IMP235335G/IMP;91;04/05/2017
IMP235739D/IMP;84;15/09/2016
IMP235739I/IMP;89;28/09/2016
IMP235739J/IMP;89;05/10/2016
IMP235762G/IMP;96;08/01/2017
IMP235834/IMP;86;04/07/2016
IMP235834C/IMP;93;17/05/2017
IMP235834F/IMP;95;29/06/2017
IMP292375B/IMP;90;13/06/2016
IMP292375C/IMP;84;16/06/2016
IMP292375D/IMP;89;30/06/2016
IMP292375E/IMP;88;30/06/2016
IMP292375H/IMP;88;06/07/2016
IMP292375W/IMP;89;15/09/2016
IMP292375Z/IMP;94;05/10/2016
IMP292382M/IMP;105;15/09/2016
IMP292382O/IMP;109;28/09/2016
IMP292382P/IMP;106;07/10/2016
IMP292806B/IMP;103;25/06/2016
IMP294234C/IMP;92;28/09/2016
IMP294348B/IMP;81;10/10/2017
IMP294688/IMP;78;27/07/2016
IMP295755W/IMP;92;10/10/2017
IMP295788/IMP;121;15/09/2016
IMP295788A/IMP;100;07/10/2016
IMP295788B/IMP;102;01/06/2017
IMP295810/IMP;97;15/09/2016
IMP295810B/IMP;95;28/09/2016
IMP296613A/IMP;93;23/09/2016
IMP296613C/IMP;94;05/10/2016
IMP296613H/IMP;91;08/11/2016
IMP296616/IMP;114;23/09/2016
IMP296616B/IMP;108;12/10/2016
IMP296616C/IMP;111;08/11/2016
IMP296616M/IMP;76;19/01/2017
IMP296616O/IMP;77;23/01/2017
IMP296616V/IMP;109;30/03/2017
IMP296763A/IMP;113;18/11/2016
IMP296763B/IMP;101;23/06/2017
IMP296763C/IMP;102;23/06/2017
IMP297022/IMP;86;11/10/2016
IMP297022A/IMP;91;14/10/2016
IMP297022B/IMP;86;19/10/2016
IMP297022C/IMP;88;21/10/2016
IMP297022D/IMP;93;24/10/2016
IMP297022E/IMP;98;25/10/2016
IMP297022F/IMP;98;26/10/2016
IMP297022G/IMP;98;26/10/2016
IMP297022H/IMP;98;26/10/2016
IMP297022I/IMP;99;26/10/2016
IMP297030C/IMP;94;26/10/2016
IMP300722/IMP;88;17/10/2016
IMP300722A/IMP;85;21/10/2016
IMP300722AF/IMP;91;19/07/2017
IMP300722B/IMP;91;25/10/2016
IMP300722E/IMP;90;17/05/2017
IMP300737/IMP;80;26/10/2016
IMP300806/IMP;89;21/10/2016
IMP300806A/IMP;95;24/10/2016
IMP300806B/IMP;99;25/10/2016
IMP300886J/IMP;134;04/11/2016
IMP302160/IMP;62;22/12/2016
IMP302160AA/IMP;65;01/02/2017
IMP302160AB/IMP;55;01/02/2017
IMP302160AB/IMP;55;01/02/2017
IMP302160AC/IMP;59;02/02/2017
IMP302160AD/IMP;60;02/02/2017
IMP302160AF/IMP;57;07/02/2017
IMP302160AJ/IMP;62;08/02/2017
IMP302160AK/IMP;62;08/02/2017
IMP302160AL/IMP;66;08/02/2017
IMP302160AM/IMP;60;13/02/2017
IMP302160AN/IMP;58;13/02/2017
IMP302160B/IMP;63;04/01/2017
IMP302160C/IMP;62;04/01/2017
IMP302160H/IMP;65;07/02/2017
IMP302160K/IMP;54;07/02/2017
IMP302160L/IMP;57;07/02/2017
IMP302160M/IMP;44;16/01/2017
IMP302160N/IMP;85;17/01/2017
IMP302160U/IMP;79;27/01/2017
IMP302160V/IMP;87;01/02/2017
IMP302160W/IMP;82;01/02/2017
IMP302160X/IMP;77;01/02/2017
IMP302160Y/IMP;72;01/02/2017
IMP302162AA/ABX;61;09/02/2017
IMP302162D/ABX;77;27/01/2017
IMP302162L/ABX;71;27/01/2017
IMP302162N/ABX;77;31/01/2017
IMP302162O/ABX;69;31/01/2017
IMP302162Q/ABX;75;02/02/2017
IMP302162R/ABX;68;02/02/2017
IMP302162S/ABX;65;03/02/2017
IMP302162T/ABX;59;06/02/2017
IMP302162U/ABX;65;06/02/2017
IMP302162V/ABX;61;06/02/2017
IMP302264E/IMP;102;08/01/2017
IMP302874N/MBA;74;28/02/2017
IMP302914A/IMP;61;23/01/2017
IMP302914B/IMP;59;23/01/2017
IMP302914C/IMP;61;25/01/2017
IMP302917A/IMP;61;23/01/2017
IMP303085H/IMP;95;04/08/2017
IMP303148D/IMP;71;28/02/2017
IMP304026/IMP;76;03/03/2017
IMP304026A/IMP;80;09/03/2017
IMP304026C/IMP;77;09/03/2017
IMP304028/IMP;28;06/03/2017
IMP304028A/IMP;96;09/03/2017
IMP304028B/IMP;82;09/03/2017
IMP304033/IMP;67;03/03/2017
IMP304034D/ABX;79;10/03/2017
IMP304035L/ABX;76;20/03/2017
IMP304054A/IMP;85;27/04/2017
IMP304054C/IMP;79;21/07/2017
IMP304438/IMP;94;31/03/2017
IMP304438B/IMP;90;21/04/2017
IMP304438C/IMP;86;05/05/2017
IMP304461L/MBA;87;06/04/2017
IMP304899/IMP;86;01/06/2017
IMP305711A/IMP;71;04/08/2017
IMP306130L/IMP;68;25/08/2017
IMP306902Q/IMP;85;30/08/2017
IMP306956D/IMP;64;03/08/2017
JDM092215AJ/JDM;86;10/03/2017
JDM092215M/JDM;82;15/07/2016
JDM092216J/JDM;84;15/07/2016
JDM092217C/JDM;111;31/07/2017
JDM092508BX/JDM;77;31/08/2017
JDM092508CL/JDM;72;12/10/2017
JDM109436F/JDM;84;10/10/2017
JDM109436H/JDM;84;02/08/2017
JDM163553Y/JDM;81;29/03/2016
JDM165459A/JDM;100;01/07/2016
JDM181604D/JDM;78;18/03/2017
JDM183220K/JDM;110;12/06/2017
JDM218829AW/DGI;84;06/06/2016
JDM218829AX/DGI;84;06/06/2016
JDM218829BB/DGI;85;23/08/2016
JDM219838SP/FIK;83;20/04/2017
JDM225588C/NBO;84;15/09/2016
JDM225588D/NBO;85;21/10/2016
JDM231368AA/JDM;86;24/08/2017
